subject,predicate,object,subject_name,object_name,KG_type,relation,category,classifier,auc_roc,log_odds_ratio,log_odds_ratio_95_ci_lower,log_odds_ratio_95_ci_upper,log_odds_ratio_95_ci,adjusted_p_value,positive_patient_count,negative_patient_count,total_sample_size,positive_patient_text,negative_patient_text,all_patient_text,,primary_knowledge_source,knowledge_level,agent_type
PUBCHEM.COMPOUND:4829,biolink:associated_with_increased_likelihood_of,MONDO:0002046,pioglitazone,alcohol abuse,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.942083351,0.3339,0.317,0.35,"[0.317,0.35]",1.00E-04,342300,21600400,21942700,"Sample size with pioglitazone, approximately: 342300","Sample size without pioglitazone, approximately: 21600400",All patients number is approximately: 21942700,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4829,biolink:associated_with_increased_likelihood_of,MONDO:0005133,pioglitazone,endometriosis,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.942083351,0.2485,0.222,0.275,"[0.222,0.275]",1.00E-04,342300,21600400,21942700,"Sample size with pioglitazone, approximately: 342300","Sample size without pioglitazone, approximately: 21600400",All patients number is approximately: 21942700,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4829,biolink:associated_with_increased_likelihood_of,MONDO:0009693,pioglitazone,multiple myeloma,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.942083351,0.217,0.197,0.237,"[0.197,0.237]",1.00E-04,342300,21600400,21942700,"Sample size with pioglitazone, approximately: 342300","Sample size without pioglitazone, approximately: 21600400",All patients number is approximately: 21942700,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4829,biolink:associated_with_increased_likelihood_of,UMLS:C0577631,pioglitazone,carotid atherosclerosis,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.942083351,0.1498,0.104,0.195,"[0.104,0.195]",1.00E-04,342300,21600400,21942700,"Sample size with pioglitazone, approximately: 342300","Sample size without pioglitazone, approximately: 21600400",All patients number is approximately: 21942700,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4829,biolink:associated_with_increased_likelihood_of,MONDO:0018177,pioglitazone,glioblastoma multiforme,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.942083351,0.148,0.132,0.164,"[0.132,0.164]",1.00E-04,342300,21600400,21942700,"Sample size with pioglitazone, approximately: 342300","Sample size without pioglitazone, approximately: 21600400",All patients number is approximately: 21942700,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4829,biolink:associated_with_increased_likelihood_of,MONDO:0003620,pioglitazone,peripheral neuropathy,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.942083351,0.1478,0.114,0.182,"[0.114,0.182]",1.00E-04,342300,21600400,21942700,"Sample size with pioglitazone, approximately: 342300","Sample size without pioglitazone, approximately: 21600400",All patients number is approximately: 21942700,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4829,biolink:associated_with_increased_likelihood_of,UMLS:C1561642,pioglitazone,chronic kidney disease v,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.942083351,0.1282,0.117,0.14,"[0.117,0.14]",1.00E-04,342300,21600400,21942700,"Sample size with pioglitazone, approximately: 342300","Sample size without pioglitazone, approximately: 21600400",All patients number is approximately: 21942700,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4829,biolink:associated_with_increased_likelihood_of,MONDO:0005404,pioglitazone,chronic fatigue syndrome,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.942083351,0.119,0.056,0.182,"[0.056,0.182]",1.00E-04,342300,21600400,21942700,"Sample size with pioglitazone, approximately: 342300","Sample size without pioglitazone, approximately: 21600400",All patients number is approximately: 21942700,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4829,biolink:associated_with_increased_likelihood_of,MONDO:0008383,pioglitazone,rheumatoid arthritis,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.942083351,0.1183,0.102,0.134,"[0.102,0.134]",1.00E-04,342300,21600400,21942700,"Sample size with pioglitazone, approximately: 342300","Sample size without pioglitazone, approximately: 21600400",All patients number is approximately: 21942700,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4829,biolink:associated_with_increased_likelihood_of,MONDO:0009891,pioglitazone,polycythemia vera,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.942083351,0.1106,0.094,0.127,"[0.094,0.127]",1.00E-04,342300,21600400,21942700,"Sample size with pioglitazone, approximately: 342300","Sample size without pioglitazone, approximately: 21600400",All patients number is approximately: 21942700,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4829,biolink:associated_with_increased_likelihood_of,MONDO:0004975,pioglitazone,alzheimers disease,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.942083351,0.0746,0.05,0.1,"[0.05,0.1]",1.00E-04,342300,21600400,21942700,"Sample size with pioglitazone, approximately: 342300","Sample size without pioglitazone, approximately: 21600400",All patients number is approximately: 21942700,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4829,biolink:associated_with_increased_likelihood_of,MONDO:0019499,pioglitazone,turner syndrome,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.942083351,0.0571,0.042,0.073,"[0.042,0.073]",1.00E-04,342300,21600400,21942700,"Sample size with pioglitazone, approximately: 342300","Sample size without pioglitazone, approximately: 21600400",All patients number is approximately: 21942700,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4829,biolink:associated_with_increased_likelihood_of,MONDO:0005306,pioglitazone,ankylosing spondyloarthritis,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.942083351,0.0381,0.02,0.056,"[0.02,0.056]",1.00E-04,342300,21600400,21942700,"Sample size with pioglitazone, approximately: 342300","Sample size without pioglitazone, approximately: 21600400",All patients number is approximately: 21942700,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4829,biolink:associated_with_increased_likelihood_of,MONDO:0000424,pioglitazone,vitamin b12 deficiency,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.942083351,0.0377,0.024,0.052,"[0.024,0.052]",1.00E-04,342300,21600400,21942700,"Sample size with pioglitazone, approximately: 342300","Sample size without pioglitazone, approximately: 21600400",All patients number is approximately: 21942700,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4829,biolink:associated_with_increased_likelihood_of,MONDO:0004425,pioglitazone,hyperthyroidism,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.942083351,0.0215,-0.056,0.099,"[-0.056,0.099]",0.588,342300,21600400,21942700,"Sample size with pioglitazone, approximately: 342300","Sample size without pioglitazone, approximately: 21600400",All patients number is approximately: 21942700,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4829,biolink:associated_with_increased_likelihood_of,MONDO:0002277,pioglitazone,arteriosclerosis,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.942083351,0.0191,-0.128,0.166,"[-0.128,0.166]",0.8,342300,21600400,21942700,"Sample size with pioglitazone, approximately: 342300","Sample size without pioglitazone, approximately: 21600400",All patients number is approximately: 21942700,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4829,biolink:associated_with_increased_likelihood_of,MONDO:0007915,pioglitazone,systemic lupus erythematosus,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.942083351,0.0141,-0.028,0.056,"[-0.028,0.056]",0.506,342300,21600400,21942700,"Sample size with pioglitazone, approximately: 342300","Sample size without pioglitazone, approximately: 21600400",All patients number is approximately: 21942700,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4829,biolink:associated_with_increased_likelihood_of,MONDO:0011786,pioglitazone,allergic rhinitis,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.942083351,0.0112,-0.273,0.296,"[-0.273,0.296]",0.938,342300,21600400,21942700,"Sample size with pioglitazone, approximately: 342300","Sample size without pioglitazone, approximately: 21600400",All patients number is approximately: 21942700,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4829,biolink:associated_with_increased_likelihood_of,MONDO:0004609,pioglitazone,herpes simplex,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.942083351,0.0095,-0.136,0.155,"[-0.136,0.155]",0.898,342300,21600400,21942700,"Sample size with pioglitazone, approximately: 342300","Sample size without pioglitazone, approximately: 21600400",All patients number is approximately: 21942700,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4829,biolink:associated_with_increased_likelihood_of,MONDO:0004981,pioglitazone,atrial fibrillation,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.942083351,0.0066,-0.1,0.114,"[-0.1,0.114]",0.903,342300,21600400,21942700,"Sample size with pioglitazone, approximately: 342300","Sample size without pioglitazone, approximately: 21600400",All patients number is approximately: 21942700,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4829,biolink:associated_with_increased_likelihood_of,MONDO:0008487,pioglitazone,polycystic ovarian disease,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.942083351,0.0061,-0.136,0.148,"[-0.136,0.148]",0.933,342300,21600400,21942700,"Sample size with pioglitazone, approximately: 342300","Sample size without pioglitazone, approximately: 21600400",All patients number is approximately: 21942700,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4829,biolink:associated_with_increased_likelihood_of,MONDO:0011849,pioglitazone,psoriatic arthritis,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.942083351,0.0038,-0.108,0.116,"[-0.108,0.116]",0.946,342300,21600400,21942700,"Sample size with pioglitazone, approximately: 342300","Sample size without pioglitazone, approximately: 21600400",All patients number is approximately: 21942700,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4829,biolink:associated_with_increased_likelihood_of,MONDO:0015924,pioglitazone,pulmonary hypertensive arterial disease,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.942083351,0.0033,-0.084,0.091,"[-0.084,0.091]",0.941,342300,21600400,21942700,"Sample size with pioglitazone, approximately: 342300","Sample size without pioglitazone, approximately: 21600400",All patients number is approximately: 21942700,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4829,biolink:associated_with_increased_likelihood_of,MONDO:0004648,pioglitazone,vascular dementia,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.942083351,0.0014,-0.584,0.587,"[-0.584,0.587]",0.996,342300,21600400,21942700,"Sample size with pioglitazone, approximately: 342300","Sample size without pioglitazone, approximately: 21600400",All patients number is approximately: 21942700,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4829,biolink:associated_with_increased_likelihood_of,MONDO:0005300,pioglitazone,chronic kidney disease,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.942083351,0.0014,-0.213,0.216,"[-0.213,0.216]",0.99,342300,21600400,21942700,"Sample size with pioglitazone, approximately: 342300","Sample size without pioglitazone, approximately: 21600400",All patients number is approximately: 21942700,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4829,biolink:associated_with_increased_likelihood_of,MONDO:0005146,pioglitazone,posttraumatic stress disorder,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.942083351,9.00E-04,-0.369,0.371,"[-0.369,0.371]",0.996,342300,21600400,21942700,"Sample size with pioglitazone, approximately: 342300","Sample size without pioglitazone, approximately: 21600400",All patients number is approximately: 21942700,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4829,biolink:associated_with_increased_likelihood_of,MONDO:0005392,pioglitazone,scoliosis,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.942083351,9.00E-04,-0.495,0.497,"[-0.495,0.497]",0.997,342300,21600400,21942700,"Sample size with pioglitazone, approximately: 342300","Sample size without pioglitazone, approximately: 21600400",All patients number is approximately: 21942700,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4829,biolink:associated_with_increased_likelihood_of,MONDO:0007186,pioglitazone,gerd,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.942083351,8.00E-04,-0.185,0.186,"[-0.185,0.186]",0.993,342300,21600400,21942700,"Sample size with pioglitazone, approximately: 342300","Sample size without pioglitazone, approximately: 21600400",All patients number is approximately: 21942700,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4829,biolink:associated_with_increased_likelihood_of,MONDO:0005302,pioglitazone,attention deficit hyperactivity disorder,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.942083351,8.00E-04,-0.4,0.402,"[-0.4,0.402]",0.997,342300,21600400,21942700,"Sample size with pioglitazone, approximately: 342300","Sample size without pioglitazone, approximately: 21600400",All patients number is approximately: 21942700,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4829,biolink:associated_with_increased_likelihood_of,MONDO:0005101,pioglitazone,ulcerative colitis,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.942083351,3.00E-04,-0.325,0.325,"[-0.325,0.325]",0.999,342300,21600400,21942700,"Sample size with pioglitazone, approximately: 342300","Sample size without pioglitazone, approximately: 21600400",All patients number is approximately: 21942700,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:17753757,biolink:associated_with_increased_likelihood_of,MONDO:0005101,pimecrolimus,ulcerative colitis,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.849974557,0.0951,-0.178,0.368,"[-0.178,0.368]",0.494,51200,21756500,21807700,"Sample size with pimecrolimus, approximately: 51200","Sample size without pimecrolimus, approximately: 21756500",All patients number is approximately: 21807700,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:17753757,biolink:associated_with_increased_likelihood_of,MONDO:0004981,pimecrolimus,atrial fibrillation,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.849974557,0.0226,-0.213,0.258,"[-0.213,0.258]",0.851,51200,21756500,21807700,"Sample size with pimecrolimus, approximately: 51200","Sample size without pimecrolimus, approximately: 21756500",All patients number is approximately: 21807700,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:17753757,biolink:associated_with_increased_likelihood_of,FB:FBgn0001201,pimecrolimus,hiv,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.849974557,0.013,-0.162,0.188,"[-0.162,0.188]",0.885,51200,21756500,21807700,"Sample size with pimecrolimus, approximately: 51200","Sample size without pimecrolimus, approximately: 21756500",All patients number is approximately: 21807700,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:17753757,biolink:associated_with_increased_likelihood_of,MONDO:0002277,pimecrolimus,arteriosclerosis,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.849974557,0.0124,-0.173,0.198,"[-0.173,0.198]",0.896,51200,21756500,21807700,"Sample size with pimecrolimus, approximately: 51200","Sample size without pimecrolimus, approximately: 21756500",All patients number is approximately: 21807700,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:17753757,biolink:associated_with_increased_likelihood_of,MONDO:0004648,pimecrolimus,vascular dementia,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.849974557,0.0117,-0.408,0.431,"[-0.408,0.431]",0.956,51200,21756500,21807700,"Sample size with pimecrolimus, approximately: 51200","Sample size without pimecrolimus, approximately: 21756500",All patients number is approximately: 21807700,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:17753757,biolink:associated_with_increased_likelihood_of,MONDO:0019499,pimecrolimus,turner syndrome,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.849974557,0.0112,-0.217,0.239,"[-0.217,0.239]",0.923,51200,21756500,21807700,"Sample size with pimecrolimus, approximately: 51200","Sample size without pimecrolimus, approximately: 21756500",All patients number is approximately: 21807700,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:17753757,biolink:associated_with_increased_likelihood_of,MONDO:0011786,pimecrolimus,allergic rhinitis,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.849974557,0.0064,-0.237,0.25,"[-0.237,0.25]",0.959,51200,21756500,21807700,"Sample size with pimecrolimus, approximately: 51200","Sample size without pimecrolimus, approximately: 21756500",All patients number is approximately: 21807700,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:17753757,biolink:associated_with_increased_likelihood_of,MONDO:0019565,pimecrolimus,von willebrand disorder,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.849974557,0.0048,-0.339,0.349,"[-0.339,0.349]",0.978,51200,21756500,21807700,"Sample size with pimecrolimus, approximately: 51200","Sample size without pimecrolimus, approximately: 21756500",All patients number is approximately: 21807700,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:17753757,biolink:associated_with_increased_likelihood_of,MONDO:0005300,pimecrolimus,chronic kidney disease,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.849974557,0.002,-1.069,1.073,"[-1.069,1.073]",0.997,51200,21756500,21807700,"Sample size with pimecrolimus, approximately: 51200","Sample size without pimecrolimus, approximately: 21756500",All patients number is approximately: 21807700,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:17753757,biolink:associated_with_increased_likelihood_of,MONDO:0005392,pimecrolimus,scoliosis,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.849974557,0.0016,-0.378,0.381,"[-0.378,0.381]",0.993,51200,21756500,21807700,"Sample size with pimecrolimus, approximately: 51200","Sample size without pimecrolimus, approximately: 21756500",All patients number is approximately: 21807700,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:17753757,biolink:associated_with_increased_likelihood_of,MONDO:0005298,pimecrolimus,osteoporosis,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.849974557,0.0012,-0.407,0.409,"[-0.407,0.409]",0.996,51200,21756500,21807700,"Sample size with pimecrolimus, approximately: 51200","Sample size without pimecrolimus, approximately: 21756500",All patients number is approximately: 21807700,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:17753757,biolink:associated_with_increased_likelihood_of,MONDO:0007186,pimecrolimus,gerd,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.849974557,0.0011,-0.654,0.656,"[-0.654,0.656]",0.997,51200,21756500,21807700,"Sample size with pimecrolimus, approximately: 51200","Sample size without pimecrolimus, approximately: 21756500",All patients number is approximately: 21807700,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:17753757,biolink:associated_with_increased_likelihood_of,MONDO:0003620,pimecrolimus,peripheral neuropathy,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.849974557,9.00E-04,-0.78,0.782,"[-0.78,0.782]",0.998,51200,21756500,21807700,"Sample size with pimecrolimus, approximately: 51200","Sample size without pimecrolimus, approximately: 21756500",All patients number is approximately: 21807700,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:17753757,biolink:associated_with_increased_likelihood_of,MONDO:0005133,pimecrolimus,endometriosis,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.849974557,5.00E-04,-0.574,0.575,"[-0.574,0.575]",0.999,51200,21756500,21807700,"Sample size with pimecrolimus, approximately: 51200","Sample size without pimecrolimus, approximately: 21756500",All patients number is approximately: 21807700,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:17753757,biolink:associated_with_increased_likelihood_of,UMLS:C0745114,pimecrolimus,chronic hypertension,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.849974557,4.00E-04,-0.395,0.396,"[-0.395,0.396]",0.998,51200,21756500,21807700,"Sample size with pimecrolimus, approximately: 51200","Sample size without pimecrolimus, approximately: 21756500",All patients number is approximately: 21807700,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:17753757,biolink:associated_with_increased_likelihood_of,MONDO:0011508,pimecrolimus,non hodgkin lymphoma,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.849974557,1.88E-05,-0.335,0.335,"[-0.335,0.335]",1,51200,21756500,21807700,"Sample size with pimecrolimus, approximately: 51200","Sample size without pimecrolimus, approximately: 21756500",All patients number is approximately: 21807700,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0256551,biolink:associated_with_increased_likelihood_of,MONDO:0005298,pimavanserin,osteoporosis,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.971001532,0.3589,0.227,0.491,"[0.227,0.491]",1.00E-04,6800,21788900,21795700,"Sample size with pimavanserin, approximately: 6800","Sample size without pimavanserin, approximately: 21788900",All patients number is approximately: 21795700,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0256551,biolink:associated_with_increased_likelihood_of,MONDO:0002909,pimavanserin,hyperglycemia,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.971001532,0.08,-0.37,0.53,"[-0.37,0.53]",0.727,6800,21788900,21795700,"Sample size with pimavanserin, approximately: 6800","Sample size without pimavanserin, approximately: 21788900",All patients number is approximately: 21795700,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0256551,biolink:associated_with_increased_likelihood_of,MONDO:0000424,pimavanserin,vitamin b12 deficiency,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.971001532,0.0551,-0.142,0.252,"[-0.142,0.252]",0.583,6800,21788900,21795700,"Sample size with pimavanserin, approximately: 6800","Sample size without pimavanserin, approximately: 21788900",All patients number is approximately: 21795700,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0256551,biolink:associated_with_increased_likelihood_of,MONDO:0005180,pimavanserin,parkinsons disease,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.971001532,0.0211,-1.042,1.085,"[-1.042,1.085]",0.969,6800,21788900,21795700,"Sample size with pimavanserin, approximately: 6800","Sample size without pimavanserin, approximately: 21788900",All patients number is approximately: 21795700,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0256551,biolink:associated_with_increased_likelihood_of,MONDO:0005148,pimavanserin,diabetes mellitus type 2,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.971001532,0.0067,-1.583,1.597,"[-1.583,1.597]",0.993,6800,21788900,21795700,"Sample size with pimavanserin, approximately: 6800","Sample size without pimavanserin, approximately: 21788900",All patients number is approximately: 21795700,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0256551,biolink:associated_with_increased_likelihood_of,MONDO:0007186,pimavanserin,gerd,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.971001532,0.0066,-0.714,0.727,"[-0.714,0.727]",0.986,6800,21788900,21795700,"Sample size with pimavanserin, approximately: 6800","Sample size without pimavanserin, approximately: 21788900",All patients number is approximately: 21795700,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0256551,biolink:associated_with_increased_likelihood_of,UMLS:C0745114,pimavanserin,chronic hypertension,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.971001532,0.005,-0.312,0.322,"[-0.312,0.322]",0.975,6800,21788900,21795700,"Sample size with pimavanserin, approximately: 6800","Sample size without pimavanserin, approximately: 21788900",All patients number is approximately: 21795700,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0256551,biolink:associated_with_increased_likelihood_of,MONDO:0002277,pimavanserin,arteriosclerosis,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.971001532,0.001,-1.084,1.086,"[-1.084,1.086]",0.999,6800,21788900,21795700,"Sample size with pimavanserin, approximately: 6800","Sample size without pimavanserin, approximately: 21788900",All patients number is approximately: 21795700,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0256528,biolink:associated_with_increased_likelihood_of,MONDO:0002909,pibrentasvir,hyperglycemia,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.999820469,0.761,0.548,0.974,"[0.548,0.974]",1.00E-04,13300,21781800,21795100,"Sample size with pibrentasvir, approximately: 13300","Sample size without pibrentasvir, approximately: 21781800",All patients number is approximately: 21795100,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0256528,biolink:associated_with_increased_likelihood_of,MONDO:0005300,pibrentasvir,chronic kidney disease,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.999820469,0.3581,0.266,0.45,"[0.266,0.45]",1.00E-04,13300,21781800,21795100,"Sample size with pibrentasvir, approximately: 13300","Sample size without pibrentasvir, approximately: 21781800",All patients number is approximately: 21795100,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0256528,biolink:associated_with_increased_likelihood_of,MONDO:0005294,pibrentasvir,peripheral arterial disease,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.999820469,0.3047,0.226,0.384,"[0.226,0.384]",1.00E-04,13300,21781800,21795100,"Sample size with pibrentasvir, approximately: 13300","Sample size without pibrentasvir, approximately: 21781800",All patients number is approximately: 21795100,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0256528,biolink:associated_with_increased_likelihood_of,MONDO:0005011,pibrentasvir,crohns disease,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.999820469,0.2471,-0.047,0.542,"[-0.047,0.542]",0.1,13300,21781800,21795100,"Sample size with pibrentasvir, approximately: 13300","Sample size without pibrentasvir, approximately: 21781800",All patients number is approximately: 21795100,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0256528,biolink:associated_with_increased_likelihood_of,MONDO:0005009,pibrentasvir,heart failure,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.999820469,0.2422,0.058,0.426,"[0.058,0.426]",0.01,13300,21781800,21795100,"Sample size with pibrentasvir, approximately: 13300","Sample size without pibrentasvir, approximately: 21781800",All patients number is approximately: 21795100,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0256528,biolink:associated_with_increased_likelihood_of,MONDO:0002046,pibrentasvir,alcohol abuse,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.999820469,0.2414,0.155,0.328,"[0.155,0.328]",1.00E-04,13300,21781800,21795100,"Sample size with pibrentasvir, approximately: 13300","Sample size without pibrentasvir, approximately: 21781800",All patients number is approximately: 21795100,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0256528,biolink:associated_with_increased_likelihood_of,MONDO:0002869,pibrentasvir,heart valve disease,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.999820469,0.2343,-0.035,0.503,"[-0.035,0.503]",0.088,13300,21781800,21795100,"Sample size with pibrentasvir, approximately: 13300","Sample size without pibrentasvir, approximately: 21781800",All patients number is approximately: 21795100,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0256528,biolink:associated_with_increased_likelihood_of,MONDO:0005147,pibrentasvir,diabetes type 1,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.999820469,0.217,-1.511,1.945,"[-1.511,1.945]",0.806,13300,21781800,21795100,"Sample size with pibrentasvir, approximately: 13300","Sample size without pibrentasvir, approximately: 21781800",All patients number is approximately: 21795100,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0256528,biolink:associated_with_increased_likelihood_of,MONDO:0004981,pibrentasvir,atrial fibrillation,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.999820469,0.1404,-0.283,0.564,"[-0.283,0.564]",0.516,13300,21781800,21795100,"Sample size with pibrentasvir, approximately: 13300","Sample size without pibrentasvir, approximately: 21781800",All patients number is approximately: 21795100,,infores:isb-EHRMLA-data,prediction,computational_model
